SUPPLIER,PRODUCT_PART_NUMBER,PACKAGING_DESCR,MARKETING_STATUS,ROHS_COMPLIANCE_GRADE,PRODUCT_URL,PARAMETRICS_URL,DATASHEET_URL,KEY_FEATURES,SHORT_DESCRIPTION,PB_FREE,EU_ROHS,HALOGEN_FREE,RHF_INDICATOR,REACH_SVHC
NXP,S32R418AAUK0MUF,S32R418AAUK0MUFT(935442082557),Active,,https://www.nxp.com/products/processors-and-microcontrollers/s32-automotive-platform/s32r-radar-processing/s32r41-high-performance-processor-for-high-resolution-radar:S32R41,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,S32R418AASK0MUF,S32R418AASK0MUFR(935442081518),Active,,https://www.nxp.com/products/processors-and-microcontrollers/s32-automotive-platform/s32r-radar-processing/s32r41-high-performance-processor-for-high-resolution-radar:S32R41,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,S32R416LBSK0MUF,S32R416LBSK0MUFR(935442066518),Active,,https://www.nxp.com/products/processors-and-microcontrollers/s32-automotive-platform/s32r-radar-processing/s32r41-high-performance-processor-for-high-resolution-radar:S32R41,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,S32R458AAUK0MUDTPackage :FBGA780,S32R458AAUK0MUDT(935428671557),Active,,https://www.nxp.com/products/processors-and-microcontrollers/s32-automotive-platform/s32r-radar-processing/s32r45-high-performance-processor-for-imaging-radar:S32R45,https://www.nxp.com#buyparametrics,,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW612UK,RW612UK/A0IZ(935437502019),No Longer Manufactured,Ecopack1,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-tri-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-802-15-4:RW612,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW612.pdf,,Roll over image to zoom in,Yes,Yes,Yes,D,Reach SVHC
NXP,RW612HNPackage :HVQFN116,RW612HN/A0IK(935432867557),No Longer Manufactured,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-tri-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-802-15-4:RW612,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW612.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW612ETPackage :TFBGA145,RW612ET/A0IK(935441473557),No Longer Manufactured,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-tri-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-802-15-4:RW612,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW612.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW612CHNPackage :HVQFN116,RW612CHN/A2IK(935455815557),Active,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-tri-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-802-15-4:RW612,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW612.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW612CETPackage :TFBGA145,RW612CET/A2IK(935455818557),Active,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-tri-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-802-15-4:RW612,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW612.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW610UK,RW610UK/A0IZ(935437482019),No Longer Manufactured,Ecopack1,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,Yes,Yes,D,Reach SVHC
NXP,RW610HNPackage :HVQFN116,RW610HN/A0IK(935432866557),No Longer Manufactured,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW610ETPackage :TFBGA145,RW610ET/A0IK(935441472557),No Longer Manufactured,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW610BUK,RW610BUK/A2IZ(935455829092),Active,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW610BHNPackage :HVQFN116,RW610BHN/A2IK(935455814557),Active,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,RW610BETPackage :TFBGA145,RW610BET/A2IK(935455816557),Active,,https://www.nxp.com/products/wireless-connectivity/wi-fi-plus-bluetooth-plus-802-15-4/wireless-mcu-with-integrated-radio-1x1-wi-fi-6-plus-bluetooth-low-energy-5-4-radios:RW610,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/RW610.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80748VLHPackage :LQFP64,MC56F80748VLH(935437126557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80748MLHPackage :LQFP64,MC56F80748MLH(935437125557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80746VLFPackage :LQFP48,MC56F80746VLF(935437136557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80746MLFPackage :LQFP48,MC56F80746MLF(935437135557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80738VLHPackage :LQFP64,MC56F80738VLH(935437124557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80736VLFPackage :LQFP48,MC56F80736VLF(935437134557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80726VLFPackage :LQFP48,MC56F80726VLF(935437133557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80648VLHPackage :LQFP64,MC56F80648VLH(935437123557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80646VLFPackage :LQFP48,MC56F80646VLF(935437132557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F80626VLFPackage :LQFP48,MC56F80626VLF(935437131557),Active,,https://www.nxp.com/products/MC56F80xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F80XXX.pdf,,Roll over image to zoom in,Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81768VLHPackage :LQFP64,MC56F81768VLH(935404503557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81768MLHPackage :LQFP64,MC56F81768MLH(935415968557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81768LVLHPackage :LQFP64,MC56F81768LVLH(935462568557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81768LMLHPackage :LQFP64,MC56F81768LMLH(935462567557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81768AMLHAPackage :LQFP64,MC56F81768AMLHA(935460525557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81766VLFPackage :LQFP48,MC56F81766VLF(935404502557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81766MLFPackage :LQFP48,MC56F81766MLF(935415967557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81766LVLFPackage :LQFP48,MC56F81766LVLF(935462578557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81766LMLFPackage :LQFP48,MC56F81766LMLF(935462577557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81766AMLFAPackage :LQFP48,MC56F81766AMLFA(935460524557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81748VLHPackage :LQFP64,MC56F81748VLH(935404501557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81748MLHPackage :LQFP64,MC56F81748MLH(935415966557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81748LVLHPackage :LQFP64,MC56F81748LVLH(935462566557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81748LMLHPackage :LQFP64,MC56F81748LMLH(935462565557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81746VLFPackage :LQFP48,MC56F81746VLF(935412261557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81746MLFPackage :LQFP48,MC56F81746MLF(935415965557),Not Recommended for New Designs,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
NXP,MC56F81746LVLFPackage :LQFP48,MC56F81746LVLF(935462576557),Active,,https://www.nxp.com/products/MC56F81xxx,https://www.nxp.com#buyparametrics,https://www.nxp.com/docs/en/data-sheet/MC56F81XXXL.pdf,,"The MC56F81xxx family is NXP’s new entry-level Digital Signal Controllers (DSC) product. This high efficiency family is based on the high performance 56800EX DSP core, with frequency up to 100MHz.
  This family extends the DSC products’ cost performance to the best, it’s NXP’s first DSC product to integrate a Digital Signature Algorithm Security Subsystem (DSASS) and high-speed low-power
  operational amplifier. Comparing with the MC56F82xxx family, the MC56F81xxx family extends the memory to 128KB Flash, 20KB RAM and 64KB boot ROM. In addition, MC56F81xxx family has lots of feature enhancements to the MC56F82xxx family include enhanced DMA function (eDMA), configurable logic Event Generator (EVTG), dual 1.6MSps 12-bit ADC and full PMBus support. The MC56F81xxx family offers
  extremely cost-effective solution for power conversion and motor control applications.",Yes,YesCertificate Of Analysis (CoA),Yes,D,Reach SVHC
